Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_MM_Cleaned
I hate the feeling of sand in my shoes. It ruins the beach experience for me.,ဖိနပ်ထဲက သဲတွေရဲ့ ခံစားချက်ကို မုန်းတယ်။ ငါ့အတွက် ကမ်းခြေအတွေ့အကြုံကို ပျက်စီးစေတယ်။,Negative,2024-02-09 16:10:00,BeachLover,Twitter,#SandInShoes #PetPeeve,2.0,9.0,USA,2024,2,9,16.0,neutral
The power went out in the middle of my favorite show. I don't know what happened!,ကျွန်တော်အကြိုက်ဆုံးရှိုးကြည့်နေတုန်း မီးပျက်သွားတယ်။ ဘာဖြစ်သွားမှန်း မသိဘူး။,Negative,2024-02-09 20:55:00,PowerlessViewer,Instagram,#PowerOutage #Cliffhanger,5.0,22.0,Canada,2024,2,9,20.0,neutral
I'm just feeling really sad today and I don't even know why. Brains are weird.,ဒီနေ့ တကယ်ကို ဝမ်းနည်းနေတယ်၊ ဘာကြောင့်မှန်းတောင် မသိဘူး။ ဦးနှောက်တွေက ထူးဆန်းတယ်။,Negative,2024-02-10 14:30:00,SadForNoReason,Facebook,#Sad #Emotional,12.0,34.0,UK,2024,2,10,14.0,positive
The milk was expired. I didn't notice until after I poured it in my coffee.,နို့က သက်တမ်းလွန်နေတယ်။ ကော်ဖီထဲ လောင်းပြီးမှပဲ သတိထားမိတယ်။,Negative,2024-02-10 09:05:00,CoffeeRuin,Twitter,#ExpiredMilk #CoffeeFail,4.0,15.0,Australia,2024,2,10,9.0,neutral
I'm getting a lot of spam calls lately. It's so invasive and annoying.,နောက်ပိုင်း spam ဖုန်းခေါ်တွေ အများကြီးလက်ခံနေရတယ်။ အရမ်းကျူးကျော်ပြီး စိတ်ညစ်စရာကောင်းတယ်။,Negative,2024-02-11 11:20:00,TiredOfSpam,Instagram,#SpamCalls #Annoying,1.0,6.0,India,2024,2,11,11.0,neutral
I dropped a jar of spaghetti sauce and it shattered everywhere. What a mess.,ခေါက်ဆွဲဆော့စ်အိုးတစ်လုံး ပြုတ်ကျလို့ နေရာအနှံ့ ကွဲကြဲသွားတယ်။ ဘယ်လောက်တောင် ရှုပ်ကုန်လဲ။,Negative,2024-02-11 19:45:00,ClumsyCook,Facebook,#KitchenDisaster #CleanUp,3.0,11.0,USA,2024,2,11,19.0,neutral
I feel like I'm invisible in group conversations. No one ever listens to what I have to say.,အဖွဲ့လိုက် စကားပြောတဲ့အခါ ကျွန်တော် မမြင်ရသလိုပဲ။ ကျွန်တော်ပြောတာကို ဘယ်သူမှ နားမထောင်ဘူး။,Negative,2024-02-12 13:15:00,InvisiblePerson,Twitter,#FeelingIgnored #Conversations,9.0,28.0,Canada,2024,2,12,13.0,negative
My bank charged me an overdraft fee for a transaction of $2. It's a scam.,ကျွန်တော့်ဘဏ်က ဒေါ်လာ ၂ တန် ငွေလွှဲမှုအတွက် ငွေပိုထုတ်ခကို ကောက်ခံလိုက်တယ်။ ဒါ လိမ်လည်မှုပဲ။,Negative,2024-02-12 10:40:00,BankVictim,Instagram,#BankFees #Scam,17.0,45.0,UK,2024,2,12,10.0,negative
I tried to have a serious conversation with someone and they just laughed it off. I feel so invalidated.,တစ်ယောက်ယောက်နဲ့ လေးနက်တဲ့ စကားပြောဖို့ ကြိုးစားတယ်၊ သူတို့က ရယ်ပြီး ဖြေရှင်းလိုက်တယ်။ ကျွန်တော် အရမ်းတန်ဖိုးမထားခံရသလို ခံစားရတယ်။,Negative,2024-02-13 21:30:00,InvalidatedFeeling,Facebook,#SeriousTalk #Dismissed,7.0,25.0,Australia,2024,2,13,21.0,neutral
I'm so cold. My apartment's heating is broken and the landlord won't fix it until next week.,ကျွန်တော် အရမ်းအေးတယ်။ ကျွန်တော့်တိုက်ခန်းရဲ့ အပူပေးစက် ပျက်နေပြီး အိမ်ရှင်က လာမယ့်အပတ်အထိ ပြင်မပေးဘူး။,Negative,2024-02-13 07:55:00,FreezingTenant,Twitter,#NoHeat #BadLandlord,10.0,39.0,India,2024,2,13,7.0,negative
Someone parked so close to my car I can barely open the door. So inconsiderate.,တစ်ယောက်ယောက်က ကျွန်တော့်ကားနဲ့ အရမ်းနီးကပ်အောင် ရပ်ထားလို့ တံခါးဖွင့်ဖို့တောင် ခက်နေတယ်။ အင်မတန် သ ူတစ်ပါးဂရုမစိုက်တတ်တဲ့သူပဲ။,Negative,2024-02-14 18:20:00,ParkedIn,Instagram,#BadParking #Inconsiderate,4.0,14.0,USA,2024,2,14,18.0,negative
I have a job interview tomorrow and I'm so nervous I feel sick.,မနက်ဖြန် အလုပ်အင်တာဗျူးရှိတယ်၊ စိတ်လှုပ်ရှားလွန်းလို့ နေမကောင်းဖြစ်မတတ်ပဲ။,Negative,2024-02-14 22:45:00,NervousWreck,Facebook,#JobInterview #Anxiety,12.0,33.0,Canada,2024,2,14,22.0,neutral
This is the fourth time I've had to tell the waiter I didn't order this. How hard is it to get an order right?,ဒါ ကျွန်တော်မှာထားတာမဟုတ်ဘူးလို့ စားပွဲထိုးကို ပြောရတာ ဒါ စတုတ္ထအကြိမ်ပဲ။ မှာတာ မှန်အောင်လုပ်ဖို့တောင် ခက်လိုက်တာ။,Negative,2024-02-15 13:50:00,FrustratedDiner,Twitter,#WrongOrder #RestaurantFail,6.0,20.0,UK,2024,2,15,13.0,negative
I hate when you're trying to relax and you remember something embarrassing you did five years ago.,အနားယူဖို့ ကြိုးစားနေတုန်း လွန်ခဲ့တဲ့ ငါးနှစ်က လုပ်ခဲ့တဲ့ ရှက်စရာကောင်းတဲ့ အရာတစ်ခုကို သတိရတာကို မုန်းတယ်။,Negative,2024-02-15 20:10:00,MemoryLane,Instagram,#RandomMemory #Cringe,3.0,16.0,Australia,2024,2,15,20.0,neutral
My computer just crashed and I lost an hour of work. I want to scream.,ကျွန်တော့်ကွန်ပျူတာ ပျက်သွားလို့ တစ်နာရီစာ အလုပ်တွေ ပျောက်သွားတယ်။ အော်ဟစ်ချင်စိတ်ပေါက်တယ်။,Negative,2024-02-16 16:35:00,DataLossScream,Facebook,#ComputerCrash #LostWork,15.0,47.0,India,2024,2,16,16.0,neutral
"I saw a spider in my room and now I can't sleep. I'm a grown adult, why am I like this?",အခန်းထဲမှာ ပင့်ကူတစ်ကောင် တွေ့လိုက်တယ်၊ အခု အိပ်မပျော်တော့ဘူး။ ကျွန်တော် အရွယ်ရောက်ပြီးသားလူကြီးပဲ၊ ဘာလို့ဒီလိုဖြစ်ရတာလဲ။,Negative,2024-02-16 23:50:00,ScaredOfSpiders,Twitter,#Spider #Sleepless,2.0,10.0,USA,2024,2,16,23.0,negative
I'm so tired of the political ads. They're everywhere and they're all so negative.,နိုင်ငံရေးကြော်ငြာတွေကို တကယ်ငြီးငွေ့နေပြီ။ နေရာတိုင်းမှာရှိပြီး အကုန်လုံးက အရမ်းအပျက်သဘောဆောင်တယ်။,Negative,2024-02-17 09:25:00,AdFatigue,Instagram,#PoliticalAds #Enough,8.0,22.0,Canada,2024,2,17,9.0,neutral
My flight got overbooked and now I might not be able to get on. This is a nightmare.,ကျွန်တော့်လေယာဉ်က လက်မှတ်ရောင်းရမ်းမှု ပိုနေလို့ အခု လေယာဉ်ပေါ်မတက်ရနိုင်တော့ဘူး။ ဒါ အိပ်မက်ဆိုးကြီးပဲ။,Negative,2024-02-17 12:40:00,NightmareTraveler,Facebook,#Overbooked #TravelNightmare,18.0,55.0,UK,2024,2,17,12.0,neutral
I feel like I have nothing interesting to say. I'm just boring.,ကျွန်တော့်မှာ စိတ်ဝင်စားစရာ ပြောစရာတွေ ဘာမှမရှိဘူးလို့ ခံစားရတယ်။ ကျွန်တော်က ပျင်းစရာကောင်းတဲ့သူပဲ။,Negative,2024-02-18 15:15:00,BoringSelf,Twitter,#SelfDoubt #Boring,1.0,8.0,Australia,2024,2,18,15.0,neutral
I accidentally sent a screenshot to the person I was screenshotting. I need to move to a new country.,မျက်နှာပြင်ဓာတ်ပုံရိုက်နေတဲ့လူဆီကို အဲဒီဓာတ်ပုံကို မတော်တဆ ပို့မိသွားတယ်။ ကျွန်တော် နိုင်ငံသစ်တစ်ခုကို ပြောင်းရွှေ့ဖို့လိုတယ်။,Negative,2024-02-18 19:30:00,MortalEmbarrassment,Instagram,#ScreenshotFail #DeleteAccount,20.0,60.0,India,2024,2,18,19.0,negative
"The weather forecast said sunny, but it's pouring rain. I hate being lied to.",မိုးလေဝသခန့်မှန်းချက်က နေသာမယ်ဆိုပေမယ့် မိုးတွေရွာနေတယ်။ လိမ်ခံရတာကို မုန်းတယ်။,Negative,2024-02-19 14:20:00,WeatherLied,Twitter,#WrongForecast #Rain,4.0,13.0,USA,2024,2,19,14.0,neutral
I have to go to a wedding this weekend and I have nothing to wear. Fashion emergency!,ဒီစနေ၊ တနင်္ဂနွေ မင်္ဂလာဆောင်တစ်ခုကို သွားရမယ်၊ ဝတ်စရာ ဘာမှမရှိဘူး။ ဖက်ရှင် အရေးပေါ်!,Negative,2024-02-19 10:50:00,FashionEmergency,Facebook,#NoOutfit #WeddingStress,5.0,21.0,Canada,2024,2,19,10.0,negative
I feel like my opinion doesn't matter in my friend group. I'm just there.,ကျွန်တော့်သူငယ်ချင်းအဖွဲ့ထဲမှာ ကျွန်တော့်ထင်မြင်ချက်က အရေးမပါဘူးလို့ ခံစားရတယ်။ ကျွန်တော်က ရှိနေရုံပဲ။,Negative,2024-02-20 17:05:00,BackgroundFriend,Twitter,#FriendGroup #Invisible,6.0,27.0,UK,2024,2,20,17.0,negative
The smell of cigarette smoke is coming through my window from a neighbor. It's making me nauseous.,အိမ်နီးချင်းဆီက ပြတင်းပေါက်ကနေတစ်ဆင့် ဆေးလိပ်နံ့တွေ ဝင်လာတယ်။ ပျို့ချင်လာတယ်။,Negative,2024-02-20 21:40:00,SecondhandSmoker,Instagram,#CigaretteSmoke #Annoying,3.0,12.0,Australia,2024,2,20,21.0,neutral
"I'm so behind on my emails. Every time I clear some, more appear. It's a never-ending cycle.",ကျွန်တော် အီးမေးလ်တွေမှာ အရမ်းနောက်ကျနေတယ်။ တစ်ချို့ရှင်းလိုက်တိုင်း နောက်ထပ်တွေ ပေါ်လာတယ်။ ဒါ အဆုံးမဲ့ သံသရာပဲ။,Negative,2024-02-21 11:15:00,EmailBuried,Facebook,#InboxZero #Overwhelmed,9.0,31.0,India,2024,2,21,11.0,neutral
"I tried to have a 'me day' and relax, but my brain just wouldn't shut up about my to-do list.",'ကိုယ့်အတွက်နေ့' လုပ်ပြီး အနားယူဖို့ ကြိုးစားပေမယ့် ကျွန်တော့်ဦးနှောက်က လုပ်စရာစာရင်းအကြောင်း မရပ်မနား တွေးနေတယ်။,Negative,2024-02-21 15:30:00,RestlessMind,Twitter,#MeDayFail #Anxious,7.0,24.0,USA,2024,2,21,15.0,negative
"My phone storage is full again. I have to delete so many photos. First world problems, I know.",ဖုန်းမှတ်ဉာဏ် နောက်တစ်ခါ ပြည့်သွားပြန်ပြီ။ ဓာတ်ပုံတွေ အများကြီး ဖျက်ပစ်ရမယ်။ ပထမကမ္ဘာ့ပြဿနာတွေပဲ၊ သိတယ်။,Negative,2024-02-22 10:10:00,StorageWoes,Instagram,#PhoneStorage #FirstWorldProblems,2.0,10.0,Canada,2024,2,22,10.0,negative
I'm feeling really insecure about a presentation I have to give tomorrow. What if I mess it up?,မနက်ဖြန် ပေးရမယ့် တင်ဆက်မှုတစ်ခုအတွက် တကယ်ကို မလုံခြုံဘူးလို့ ခံစားနေရတယ်။ ငါ အမှားလုပ်မိရင် ဘယ်လိုလုပ်မလဲ။,Negative,2024-02-22 19:55:00,PrePresentationJitters,Facebook,#PresentationNerves #Anxiety,11.0,35.0,UK,2024,2,22,19.0,neutral
I hate it when people use their phone on speaker in public. Nobody wants to hear your conversation.,လူအများရှေ့မှာ လူတွေက ဖုန်းကို စပီကာနဲ့သုံးတာကို မုန်းတယ်။ ဘယ်သူမှ မင်းရဲ့ စကားပြောဆိုမှုကို ကြားချင်မှာ မဟုတ်ဘူး။,Negative,2024-02-23 13:20:00,QuietPlease,Twitter,#SpeakerPhone #Rude,4.0,18.0,Australia,2024,2,23,13.0,negative
My morning routine got disrupted and now my whole day feels off.,ကျွန်တော့်မနက်ခင်းလုပ်ရိုးလုပ်စဉ် အနှောင့်အယှက်ဖြစ်သွားတယ်၊ အခု တစ်နေ့လုံး အဆင်မပြေဘူးလို့ ခံစားရတယ်။,Negative,2024-02-23 08:45:00,RoutineOff,Instagram,#RoutineDisrupted #OffDay,3.0,14.0,India,2024,2,23,8.0,neutral
I can't believe how expensive concert tickets are now. It's impossible to see your favorite bands.,အခု ဖျော်ဖြေပွဲလက်မှတ်တွေ ဘယ်လောက်ဈေးကြီးလဲဆိုတာ မယုံနိုင်ဘူး။ မင်းရဲ့အကြိုက်ဆုံးအဖွဲ့တွေကို မြင်ဖို့ မဖြစ်နိုင်တော့ဘူး။,Negative,2024-02-24 16:40:00,PricedOut,Facebook,#ConcertTickets #TooExpensive,8.0,29.0,USA,2024,2,24,16.0,negative
I feel a cold coming on. I can already feel the sore throat and fatigue. Ugh.,အအေးမိချင်စပြုနေပြီ။ လည်ချောင်းနာတာနဲ့ မောပန်းနွမ်းနယ်တာကို ခံစားရပြီ။ အာ့။,Negative,2024-02-24 20:15:00,FightingCold,Twitter,#GettingSick #Cold,1.0,6.0,Canada,2024,2,24,20.0,neutral
My friend just posted pictures from a party I wasn't invited to. FOMO is real.,သူငယ်ချင်းက ကျွန်တော်မဖိတ်ထားတဲ့ ပါတီပွဲတစ်ခုက ဓာတ်ပုံတွေကို တင်လိုက်တယ်။ FOMO က တကယ်ရှိတယ်။,Negative,2024-02-25 11:50:00,FeelingLeftOut,Instagram,#FOMO #NotInvited,10.0,33.0,UK,2024,2,25,11.0,positive
I have a massive pile of laundry to do and zero energy for it. It's mocking me.,လျှော်ဖို့ အဝတ်တွေ အများကြီးရှိပြီး လုပ်ဖို့ စွမ်းအင်က သုည။ ဒါက ကျွန်တော့်ကို လှောင်ပြောင်နေတယ်။,Negative,2024-02-25 14:30:00,LaundryMountain,Facebook,#Laundry #Procrastination,5.0,17.0,Australia,2024,2,25,14.0,negative
I just witnessed someone litter. It makes me so angry. Have some respect for the planet.,တစ်ယောက်ယောက် အမှိုက်ပစ်တာကို မြင်လိုက်ရတယ်။ အရမ်းဒေါသထွက်မိတယ်။ ကမ္ဘာဂြိုဟ်အတွက် လေးစားမှုနည်းနည်းလေးတော့ ရှိပါ။,Negative,2024-02-26 12:15:00,EcoAngry,Twitter,#Littering #Angry,7.0,26.0,India,2024,2,26,12.0,negative
I feel like I'm not good enough. This feeling just won't go away.,ကျွန်တော် လုံလောက်တဲ့ လူကောင်းမဟုတ်ဘူးလို့ ခံစားရတယ်။ ဒီခံစားချက်က ပျောက်မသွားဘူး။,Negative,2024-02-26 19:10:00,NotGoodEnough,Instagram,#ImposterSyndrome #SelfWorth,9.0,30.0,USA,2024,2,26,19.0,neutral
I hate when I'm typing a long message and my phone screen times out and deletes it. So frustrating.,ရှည်လျားတဲ့ မက်ဆေ့ချ်ရိုက်နေတုန်း ဖုန်းမျက်နှာပြင် အချိန်ကုန်ပြီး အဲဒါကို ဖျက်ပစ်တာကို မုန်းတယ်။ အရမ်းစိတ်ပျက်စရာကောင်းတယ်။,Negative,2024-02-27 09:35:00,TextDeletionVictim,Facebook,#PhoneFail #TypingStruggles,2.0,11.0,Canada,2024,2,27,9.0,neutral
I'm so sick of hearing about this celebrity drama. Can we talk about literally anything else?,ဒီနာမည်ကြီးတွေရဲ့ ဒရာမာအကြောင်း ကြားရတာ တကယ်ငြီးငွေ့နေပြီ။ တခြားဘာမဆို ပြောလို့မရဘူးလား။,Negative,2024-02-27 16:55:00,CelebDramaFatigue,Twitter,#CelebrityNews #OverIt,3.0,15.0,UK,2024,2,27,16.0,negative
My umbrella turned inside out in the wind. Now I'm soaked. Perfect.,ကျွန်တော့်ထီးက လေထဲမှာ အတွင်းအပြင် လှန်သွားတယ်။ အခု ကျွန်တော် ရေစိုနေပြီ။ ပြီးပြည့်စုံတယ်။,Negative,2024-02-28 17:20:00,WindVictim,Instagram,#UmbrellaFail #RainyDay,4.0,13.0,Australia,2024,2,28,17.0,positive
I have a friend who always one-ups everyone's stories. It's so exhausting to listen to.,ကျွန်တော့်မှာ လူတိုင်းရဲ့ပုံပြင်တွေကို အမြဲတမ်း သာလွန်အောင်ပြောတဲ့ သူငယ်ချင်းတစ်ယောက်ရှိတယ်။ နားထောင်ရတာ အရမ်းပင်ပန်းတယ်။,Negative,2024-02-28 20:45:00,OneUpperVictim,Facebook,#OneUpper #Exhausting,6.0,20.0,India,2024,2,28,20.0,neutral
"I feel like I'm just going through the motions of life, not really living it.",ကျွန်တော် ဘဝကို တကယ်မနေထိုင်ပဲ လုပ်ရိုးလုပ်စဉ်အတိုင်း ဖြတ်သန်းနေရသလိုပဲ။,Negative,2024-02-29 14:10:00,GoingThroughMotions,Twitter,#ExistentialDread #Blah,8.0,29.0,USA,2024,2,29,14.0,negative
The new person at work is already trying to take credit for my idea. I'm so angry.,အလုပ်က လူသစ်က ကျွန်တော့်စိတ်ကူးကို သူ့ဘာသာ ဂုဏ်ယူဖို့ ကြိုးစားနေပြီ။ ကျွန်တော် အရမ်းဒေါသထွက်တယ်။,Negative,2024-02-29 11:30:00,IdeaStolen,Facebook,#WorkPolitics #Angry,12.0,37.0,Canada,2024,2,29,11.0,neutral
I tried to fix a leaky faucet and now it's spraying water everywhere. I should have just called a plumber.,ရေပေါက်နေတဲ့ ဘုံဘိုင်ခေါင်းကို ပြင်ဖို့ ကြိုးစားတယ်၊ အခု ရေတွေ နေရာအနှံ့ ဖျန်းနေတယ်။ ရေပိုက်သမားကိုပဲ ခေါ်သင့်တယ်။,Negative,2024-03-01 18:35:00,DIYPlumberFail,Instagram,#PlumbingFail #DIYDISASTER,5.0,18.0,UK,2024,3,1,18.0,negative
"My cat threw up on my new rug. I love her, but I'm so mad right now.",ကျွန်တော့်ကြောင်က ကျွန်တော့်ကော်ဇောအသစ်ပေါ်မှာ အန်ထားတယ်။ ကျွန်တော် သူမကို ချစ်ပေမယ့် အခုချိန် အရမ်းဒေါသထွက်နေတယ်။,Negative,2024-03-01 09:20:00,CatOwnerWoes,Twitter,#CatLife #RugRuin,3.0,22.0,Australia,2024,3,1,9.0,neutral
I'm so tired of being the responsible one. I just want to make a bad decision for once.,တာဝန်ယူရတဲ့သူဖြစ်ရတာ အရမ်းပင်ပန်းနေပြီ။ တစ်ခါလောက်တော့ ဆိုးတဲ့ဆုံးဖြတ်ချက်တစ်ခု ချချင်တယ်။,Negative,2024-03-02 16:50:00,TiredOfResponsibility,Facebook,#AdultingIsHard #Burnout,7.0,25.0,India,2024,3,2,16.0,negative
I feel a huge sense of dread about the upcoming week. Can it just be Friday already?,လာမယ့်အပတ်အတွက် ကြီးမားတဲ့ ကြောက်ရွံ့မှု ခံစားချက်ကို ခံစားနေရတယ်။ သောကြာနေ့ပဲ ဖြစ်လို့မရဘူးလား။,Negative,2024-03-02 20:15:00,SundayScaries,Twitter,#SundayScaries #Dread,9.0,31.0,USA,2024,3,2,20.0,negative
The screen on my new tablet already has a scratch on it. I've only had it for a week.,ကျွန်တော့်တက်ဘလက်အသစ်ရဲ့ မျက်နှာပြင်မှာ ခြစ်ရာတစ်ခု ပေါ်နေပြီ။ တစ်ပတ်ပဲရှိသေးတယ်။,Negative,2024-03-03 10:40:00,ScratchVictim,Instagram,#NewTablet #Scratched,2.0,9.0,Canada,2024,3,3,10.0,neutral
I hate when I'm in a rush and the person in front of me is walking super slow. Move!,ကျွန်တော် အလျင်လိုနေချိန် ရှေ့ကလူက အရမ်းနှေးနှေးလျှောက်တာကို မုန်းတယ်။ ရှေ့ဆက်သွားပါ။,Negative,2024-03-03 13:25:00,SlowWalkerHater,Facebook,#SlowWalkers #RushHour,4.0,14.0,UK,2024,3,3,13.0,neutral
I'm feeling really rejected after not getting a job I interviewed for. Back to the drawing board.,ကျွန်တော်အင်တာဗျူးဖြေခဲ့တဲ့ အလုပ်တစ်ခု မရတဲ့အတွက် တကယ်ကို ငြင်းပယ်ခံရသလို ခံစားနေရတယ်။ နောက်တစ်ခါ ပြန်ကြိုးစားမယ်။,Negative,2024-03-04 12:05:00,JobRejection,Twitter,#JobSearch #Rejection,11.0,34.0,Australia,2024,3,4,12.0,negative
I can't get this song out of my head. It's been playing on repeat in my brain for hours.,ဒီသီချင်းကို ခေါင်းထဲက ဖယ်ထုတ်လို့မရဘူး။ နာရီပေါင်းများစွာ ကျွန်တော့်ဦးနှောက်ထဲမှာ အထပ်ထပ်အခါခါ ဖွင့်နေတယ်။,Negative,2024-03-04 19:30:00,EarwormVictim,Instagram,#Earworm #Annoying,1.0,5.0,India,2024,3,4,19.0,negative
I have a dentist appointment in an hour. I'm already anxious about it.,တစ်နာရီအတွင်း သွားဆရာဝန်နဲ့ ချိန်းထားတယ်။ အခုကတည်းက စိတ်ပူနေပြီ။,Negative,2024-03-05 08:50:00,DreadedDentist,Facebook,#Dentist #Anxiety,3.0,16.0,USA,2024,3,5,8.0,neutral
I tried to have a deep conversation with someone and they just said 'that's deep' and changed the subject. So disappointing.,တစ်ယောက်ယောက်နဲ့ နက်နက်ရှိုင်းရှိုင်း စကားပြောဖို့ ကြိုးစားတယ်၊ သူတို့က 'ဒါက နက်နဲတယ်' လို့ပြောပြီး အကြောင်းအရာပြောင်းသွားတယ်။ အရမ်းစိတ်ပျက်စရာကောင်းတယ်။,Negative,2024-03-05 21:20:00,DeepTalkFailed,Twitter,#DeepConversation #Disappointed,6.0,23.0,Canada,2024,3,5,21.0,neutral
The takeout I ordered is late and it's probably cold by now. Great.,ကျွန်တော်မှာထားတဲ့ အပြင်ထွက်စာက နောက်ကျနေတယ်၊ အခုချိန်ဆို အေးနေလောက်ပြီ။ ကောင်းတယ်။,Negative,2024-03-06 18:15:00,HungryAndWaiting,Instagram,#LateDelivery #ColdFood,4.0,12.0,UK,2024,3,6,18.0,positive
I feel like everyone else has their life together and I'm just a mess.,အခြားသူတိုင်းက သူတို့ဘဝကို စနစ်တကျ နေထိုင်ကြပြီး ကျွန်တော်ကတော့ ရှုပ်ထွေးနေတယ်လို့ ခံစားရတယ်။,Negative,2024-03-06 15:40:00,MessyLife,Facebook,#Comparison #FeelingLost,10.0,38.0,Australia,2024,3,6,15.0,neutral
"I'm so bored with my current hobbies. I need something new and exciting, but I don't know what.",လက်ရှိဝါသနာတွေကို အရမ်းငြီးငွေ့နေပြီ။ အသစ်အဆန်းနဲ့ စိတ်လှုပ်ရှားစရာတစ်ခုခု လိုအပ်ပေမယ့် ဘာမှန်း မသိဘူး။,Negative,2024-03-07 13:10:00,HobbyStagnation,Twitter,#Bored #NeedNewHobby,5.0,19.0,India,2024,3,7,13.0,negative
I hate it when people don't use their turn signals while driving. It's not that hard.,ကားမောင်းတဲ့အခါ လူတွေက အချက်ပြမီးမသုံးတာကို မုန်းတယ်။ ဒါက သိပ်မခက်ပါဘူး။,Negative,2024-03-07 17:55:00,SafeDriver,Instagram,#NoTurnSignals #PetPeeve,2.0,8.0,USA,2024,3,7,17.0,negative
I just realized I left my wallet at the restaurant. I have to go all the way back.,ကျွန်တော့်ပိုက်ဆံအိတ်ကို စားသောက်ဆိုင်မှာ မေ့ခဲ့တာ အခုမှသိလိုက်တယ်။ ကျွန်တော် ပြန်သွားရတော့မယ်။,Negative,2024-03-08 12:30:00,ForgetfulSoul,Facebook,#LeftWallet #Annoying,8.0,27.0,Canada,2024,3,8,12.0,negative
I feel like I'm in a rut. Every day is the same. I need a change.,ကျွန်တော် နေ့စဉ်လုပ်ရိုးလုပ်စဉ်ထဲမှာ ညပ်နေသလိုပဲ။ နေ့တိုင်း အတူတူပဲ။ ပြောင်းလဲမှုတစ်ခု လိုအပ်တယ်။,Negative,2024-03-08 20:05:00,StuckInRut2,Twitter,#InARut #NeedChange,9.0,32.0,UK,2024,3,8,20.0,negative
The noise from the construction site next door started at 7 AM on a Saturday. So unfair.,ဘေးအိမ်က ဆောက်လုပ်ရေးလုပ်ငန်းခွင်က ဆူညံသံတွေ စနေနေ့ မနက် ၇ နာရီမှာ စတယ်။ အင်မတန် မမျှတဘူး။,Negative,2024-03-09 07:10:00,WeekendPeace,Instagram,#ConstructionNoise #NoSleep,4.0,21.0,Australia,2024,3,9,7.0,neutral
I'm so tired of people asking me when I'm going to get married. It's none of their business.,လူတွေက ငါဘယ်တော့လက်ထပ်မလဲလို့ မေးတာကို အရမ်းငြီးငွေ့နေပြီ။ ဒါ သူတို့နဲ့ မဆိုင်ဘူး။,Negative,2024-03-09 14:45:00,SickOfQuestions,Facebook,#MarriagePressure #MindYourBusiness,7.0,29.0,India,2024,3,9,14.0,negative
"I'm trying to be more positive, but it's really hard when everything seems to go wrong.",ပိုပြီးအကောင်းမြင်ဖို့ ကြိုးစားနေပေမယ့် အရာအားလုံး မှားနေတဲ့အခါ တကယ်ကို ခက်ခဲတယ်။,Negative,2024-03-10 11:20:00,StrugglingOptimist,Twitter,#Struggling #PositiveVibes,6.0,22.0,USA,2024,3,10,11.0,neutral
I accidentally wore two different socks today. I didn't notice until I got to work.,ဒီနေ့ မတူညီတဲ့ ခြေအိတ်နှစ်ဖက် မတော်တဆ ဝတ်မိသွားတယ်။ အလုပ်ရောက်မှပဲ သတိထားမိတယ်။,Negative,2024-03-10 09:05:00,FashionFail,Instagram,#MismatchedSocks #Oops,1.0,7.0,Canada,2024,3,10,9.0,negative
I just got a huge electricity bill. I need to start unplugging things.,မီတာခ အကြီးကြီး လက်ခံရရှိလိုက်တယ်။ ပစ္စည်းတွေ ပလပ်ဖြုတ်ဖို့ လိုတော့မယ်။,Negative,2024-03-11 16:30:00,HighBillShock,Facebook,#ElectricityBill #Expensive,5.0,24.0,UK,2024,3,11,16.0,negative
I hate the feeling of wet socks. It's the worst.,ခြေအိတ်စိုတဲ့ ခံစားချက်ကို မုန်းတယ်။ ဒါက အဆိုးဆုံးပဲ။,Negative,2024-03-11 19:15:00,WetSocksHater,Twitter,#WetSocks #WorstFeeling,2.0,10.0,Australia,2024,3,11,19.0,neutral
I'm feeling really lonely in my relationship. We're together but I feel alone.,ကျွန်တော့်ဆက်ဆံရေးမှာ တကယ်ကို အထီးကျန်နေတယ်လို့ ခံစားရတယ်။ ကျွန်တော်တို့ အတူရှိပေမယ့် တစ်ယောက်တည်းလို ခံစားရတယ်။,Negative,2024-03-12 22:40:00,LonelyTogether,Facebook,#RelationshipStruggles #Lonely,10.0,40.0,India,2024,3,12,22.0,negative
I ordered a coffee and they gave me the wrong one. How do you mess up a coffee order?,ကော်ဖီတစ်ခွက်မှာတာ မှားပေးတယ်။ ကော်ဖီမှာတာ ဘယ်လိုလုပ်ပြီး မှားနိုင်လဲ။,Negative,2024-03-12 08:55:00,CoffeeConnoisseur,Instagram,#WrongCoffee #Disappointed,3.0,12.0,USA,2024,3,12,8.0,negative
I tried to have a relaxing bath but the water wasn't even hot. Fail.,အေးအေးလူလူ ရေချိုးဖို့ ကြိုးစားပေမယ့် ရေက မပူဘူး။ ကျရှုံးတယ်။,Negative,2024-03-13 21:10:00,RelaxFail,Twitter,#BathFail #ColdWater,1.0,5.0,Canada,2024,3,13,21.0,neutral
I have to go to a work function this weekend. There goes my Saturday.,ဒီစနေ၊ တနင်္ဂနွေ အလုပ်လုပ်ငန်းတစ်ခုကို သွားရမယ်။ ကျွန်တော့်စနေနေ့ ပျက်သွားပြီ။,Negative,2024-03-13 14:35:00,WeekendRuined,Facebook,#WorkFunction #WeekendPlans,6.0,20.0,UK,2024,3,13,14.0,negative
